City_Code,Region_Code,Accomodation_Type,Reco_Insurance_Type,Upper_Age,Lower_Age,Is_Spouse,Holding_Policy_Duration,Holding_Policy_Type,Reco_Policy_Cat,Reco_Policy_Premium,Response,X1,X2,X3,X4,X5,X6,X7,X8,X9
C1,3050,1,1,70,70,0,15,3.0,21,18960.0,1,0,1,0,0,0,0,0,0,0
C2,2282,1,1,39,39,0,1,3.0,3,10208.0,0,0,0,0,1,0,0,0,0,0
C2,2987,1,1,54,54,0,8,3.0,11,12700.0,0,0,0,0,1,0,0,0,0,0
C20,522,1,1,27,27,0,15,3.0,14,8496.0,1,1,0,0,0,0,0,0,0,0
C4,2543,1,1,75,75,0,15,1.0,16,17052.0,1,0,0,0,1,0,0,0,0,0
C8,2986,1,1,48,48,0,15,4.0,15,9504.0,1,0,0,1,0,0,0,0,0,0
C13,1721,1,1,48,48,0,15,4.0,6,12100.0,0,0,0,0,1,0,0,0,0,0
C32,3243,0,1,36,36,0,2,4.0,4,14498.0,0,1,0,0,0,0,0,0,0,0
C3,715,1,0,41,38,1,15,3.0,18,19648.0,1,0,0,0,1,0,0,0,0,0
C12,828,0,1,22,22,0,15,3.0,9,7272.0,1,0,0,1,0,0,0,0,0,0
C3,569,1,1,27,27,0,7,4.0,22,5168.0,1,1,0,0,0,0,0,0,0,0
C1,68,0,1,33,33,0,15,3.0,16,10926.0,0,0,0,0,0,0,1,0,0,0
C2,438,1,1,39,39,0,15,3.0,11,10682.0,0,0,0,0,1,0,0,0,0,0
C3,64,0,1,28,28,0,8,1.0,16,11970.0,0,0,1,0,0,0,0,0,0,0
C10,29,0,0,35,30,1,1,1.0,16,23689.6,1,1,0,0,0,0,0,0,0,0
C10,3909,1,1,35,35,0,3,3.0,3,8220.0,0,1,0,0,0,0,0,0,0,0
C1,442,1,1,50,50,0,15,3.0,12,10400.0,0,1,0,0,0,0,0,0,0,0
C3,87,1,1,64,64,0,12,3.0,22,18120.0,1,0,0,0,0,0,0,1,0,0
C1,1327,1,0,66,64,1,10,4.0,8,26082.0,0,0,1,0,0,0,0,0,0,0
C9,1186,0,1,32,32,0,15,3.0,2,10854.0,0,1,0,0,0,0,0,0,0,0
C1,210,0,1,66,66,0,15,3.0,17,14248.0,0,1,0,0,0,0,0,0,0,0
C6,1572,0,1,52,52,0,15,3.0,18,12600.0,0,0,0,0,1,0,0,0,0,0
C3,1047,0,1,28,28,0,8,3.0,14,7812.0,0,1,0,0,0,0,0,0,0,0
C20,874,1,1,59,59,0,1,4.0,4,13068.0,0,0,1,0,0,0,0,0,0,0
C16,22,0,1,31,31,0,3,1.0,19,10496.0,1,0,0,0,1,0,0,0,0,0
C1,2153,1,1,56,56,0,9,3.0,19,13090.0,0,1,0,0,0,0,0,0,0,0
C21,4541,0,1,28,28,0,1,1.0,13,4976.0,0,1,0,0,0,0,0,0,0,0
C2,3285,0,1,36,36,0,9,2.0,17,9254.0,0,1,0,0,0,0,0,0,0,0
C3,957,1,0,61,60,1,12,3.0,22,29593.6,0,1,0,0,0,0,0,0,0,0
C28,3947,0,1,35,35,0,15,3.0,21,9380.0,1,1,0,0,0,0,0,0,0,0
C2,380,1,0,59,16,1,11,3.0,22,28224.0,1,0,0,0,1,0,0,0,0,0
C3,2652,1,0,37,18,1,4,3.0,21,11304.0,0,1,0,0,0,0,0,0,0,0
C21,5486,1,1,27,27,0,2,4.0,17,9792.0,0,0,0,1,0,0,0,0,0,0
C1,3061,1,1,41,41,0,2,1.0,12,10832.0,1,1,0,0,0,0,0,0,0,0
C33,475,0,1,19,19,0,15,3.0,6,10654.0,0,1,0,0,0,0,0,0,0,0
C5,511,0,1,26,26,0,1,1.0,21,12546.0,0,0,1,0,0,0,0,0,0,0
C20,429,0,1,22,22,0,15,3.0,6,5880.0,0,0,0,1,0,0,0,0,0,0
C1,3446,1,0,63,55,1,4,3.0,13,17956.4,0,0,1,0,0,0,0,0,0,0
C1,373,0,1,24,24,0,15,3.0,19,5712.0,0,1,0,0,0,0,0,0,0,0
C2,1424,0,1,26,26,0,4,4.0,22,9268.0,0,0,0,0,1,0,0,0,0,0
C8,4666,0,1,24,24,0,4,4.0,17,7584.0,1,0,0,0,1,0,0,0,0,0
C1,1555,0,0,31,30,1,15,3.0,20,13269.2,1,1,0,0,0,0,0,0,0,0
C1,581,1,0,53,16,0,5,3.0,5,26532.0,0,1,0,0,0,0,0,0,0,0
C8,2450,1,1,30,30,0,1,1.0,18,9632.0,0,0,1,0,0,0,0,0,0,0
C19,2086,1,1,25,25,0,1,3.0,12,6576.0,0,1,0,0,0,0,0,0,0,0
C15,885,0,1,53,53,0,2,1.0,12,15480.0,1,0,1,0,0,0,0,0,0,0
C14,1987,0,1,49,49,0,2,1.0,19,11264.0,1,0,0,1,0,0,0,0,0,0
C1,907,1,1,51,51,0,5,1.0,19,13794.0,0,0,0,1,0,0,0,0,0,0
C26,1720,1,0,70,63,1,4,3.0,12,20820.8,0,0,1,0,0,0,0,0,0,0
C9,2273,0,1,47,47,0,15,4.0,4,16848.0,0,0,0,0,1,0,0,0,0,0
C8,278,0,1,26,26,0,1,3.0,21,5136.0,0,1,0,0,0,0,0,0,0,0
C5,1688,1,1,27,27,0,15,3.0,20,11394.0,0,0,0,1,0,0,0,0,0,0
C1,497,1,1,31,31,0,15,3.0,18,7428.0,1,1,0,0,0,0,0,0,0,0
C1,1858,0,1,25,25,0,15,3.0,19,5024.0,0,1,0,0,0,0,0,0,0,0
C17,796,0,1,19,19,0,15,3.0,12,7488.0,0,1,0,0,0,0,0,0,0,0
C28,3988,1,1,40,40,0,15,3.0,10,11448.0,1,1,0,0,0,0,0,0,0,0
C10,2680,1,0,35,32,1,2,1.0,2,18846.0,0,1,0,0,0,0,0,0,0,0
C1,1341,1,1,56,56,0,6,3.0,21,14240.0,0,1,0,0,0,0,0,0,0,0
C2,463,0,1,34,34,0,6,2.0,13,9840.0,1,1,0,0,0,0,0,0,0,0
C3,493,0,0,75,73,1,15,3.0,22,25872.0,0,1,0,0,0,0,0,0,0,0
C2,2708,1,0,61,24,0,15,3.0,18,20899.2,0,1,0,0,0,0,0,0,0,0
C17,2261,0,0,75,73,1,15,3.0,1,26028.8,0,0,1,0,0,0,0,0,0,0
C22,3406,1,1,61,61,0,1,4.0,1,14168.0,0,1,0,0,0,0,0,0,0,0
C1,3626,1,1,57,57,0,15,1.0,5,16072.0,0,1,0,0,0,0,0,0,0,0
C13,4383,1,1,42,42,0,3,2.0,22,13500.0,0,0,0,1,0,0,0,0,0,0
C1,812,0,0,60,59,1,15,3.0,19,25636.8,1,0,1,0,0,0,0,0,0,0
C1,171,1,1,71,71,0,15,1.0,5,15262.0,0,1,0,0,0,0,0,0,0,0
C22,1808,1,1,38,38,0,4,3.0,18,7440.0,1,0,0,0,1,0,0,0,0,0
C3,1431,1,1,64,64,0,7,1.0,19,15336.0,0,1,0,0,0,0,0,0,0,0
C9,2154,1,0,28,27,1,4,1.0,7,18230.4,0,0,1,0,0,0,0,0,0,0
C10,224,1,0,44,21,1,3,4.0,3,19188.4,1,1,0,0,0,0,0,0,0,0
C7,935,1,1,40,40,0,13,2.0,20,9086.0,0,0,0,0,1,0,0,0,0,0
C3,2701,1,0,40,34,1,15,3.0,14,11739.0,1,0,1,0,0,0,0,0,0,0
C19,1380,1,1,55,55,0,1,1.0,2,18270.0,0,0,1,0,0,0,0,0,0,0
C3,715,0,1,32,32,0,5,1.0,18,8160.0,0,0,0,1,0,0,0,0,0,0
C2,1644,1,1,72,72,0,15,3.0,18,19552.0,0,0,0,0,1,0,0,0,0,0
C11,2740,0,1,72,72,0,3,3.0,18,22066.0,0,0,0,1,0,0,0,0,0,0
C1,1817,1,0,56,51,1,15,3.0,22,19510.4,0,1,0,0,0,0,0,0,0,0
C6,2587,0,1,49,49,0,1,1.0,19,11664.0,1,0,0,1,0,0,0,0,0,0
C1,843,0,1,48,48,0,15,2.0,20,13750.0,0,1,0,0,0,0,0,0,0,0
C17,1842,1,1,31,31,0,15,3.0,12,8144.0,0,0,1,0,0,0,0,0,0,0
C7,2803,1,1,42,42,0,14,1.0,19,11772.0,0,0,0,1,0,0,0,0,0,0
C4,191,0,1,41,41,0,8,3.0,9,10256.0,0,0,0,1,0,0,0,0,0,0
C4,3722,1,1,53,53,0,7,3.0,6,13200.0,0,1,0,0,0,0,0,0,0,0
C24,5579,1,1,23,23,0,3,2.0,16,7860.0,0,0,0,0,0,1,0,0,0,0
C17,1013,0,1,23,23,0,15,3.0,22,6280.0,0,0,0,0,1,0,0,0,0,0
C28,3212,1,1,61,61,0,1,3.0,22,19020.0,0,0,0,1,0,0,0,0,0,0
C8,367,1,1,51,51,0,15,3.0,16,16268.0,0,0,0,0,0,1,0,0,0,0
C2,1219,1,0,58,57,1,15,4.0,22,26670.0,1,0,1,0,0,0,0,0,0,0
C30,1914,0,1,22,22,0,15,3.0,17,9464.0,0,0,0,1,0,0,0,0,0,0
C22,4515,1,1,37,37,0,5,4.0,22,10530.0,0,1,0,0,0,0,0,0,0,0
C27,3082,0,0,23,21,0,15,3.0,20,6470.4,1,0,0,1,0,0,0,0,0,0
C1,1460,1,1,22,22,0,15,3.0,22,7380.0,0,0,0,0,1,0,0,0,0,0
C1,819,1,1,53,53,0,15,3.0,17,15180.0,1,0,0,0,0,0,0,1,0,0
C2,3771,0,1,38,38,0,7,2.0,11,12800.0,0,0,0,0,0,0,1,0,0,0
C9,223,0,1,43,43,0,2,1.0,19,9254.0,1,0,0,1,0,0,0,0,0,0
C2,2088,0,1,34,34,0,1,4.0,11,10432.0,0,0,1,0,0,0,0,0,0,0
C23,80,1,0,67,19,1,15,3.0,18,30273.6,0,1,0,0,0,0,0,0,0,0
C5,113,0,1,27,27,0,15,3.0,4,7644.0,0,1,0,0,0,0,0,0,0,0
C1,1519,1,1,75,75,0,15,3.0,22,20570.0,1,1,0,0,0,0,0,0,0,0
C4,1612,1,1,62,62,0,13,3.0,8,19968.0,0,0,0,0,1,0,0,0,0,0
C12,465,1,1,19,19,0,15,3.0,12,5528.0,0,1,0,0,0,0,0,0,0,0
C5,1117,0,0,29,24,1,6,3.0,21,12134.4,1,1,0,0,0,0,0,0,0,0
C1,15,1,0,68,66,1,3,3.0,5,23088.8,0,1,0,0,0,0,0,0,0,0
C13,687,0,1,31,31,0,15,3.0,19,8256.0,0,1,0,0,0,0,0,0,0,0
C20,1089,1,1,27,27,0,15,3.0,22,9142.0,0,1,0,0,0,0,0,0,0,0
C2,1742,0,1,27,27,0,15,3.0,3,9170.0,0,1,0,0,0,0,0,0,0,0
C2,3169,1,1,59,59,0,15,3.0,20,21360.0,0,1,0,0,0,0,0,0,0,0
C11,175,1,1,30,30,0,8,3.0,10,8358.0,1,1,0,0,0,0,0,0,0,0
C18,1710,0,1,35,35,0,6,1.0,19,13860.0,0,0,0,0,1,0,0,0,0,0
C21,4288,1,1,55,55,0,8,1.0,17,11040.0,0,1,0,0,0,0,0,0,0,0
C13,1932,1,0,40,18,0,15,3.0,6,11583.6,0,0,0,0,0,0,1,0,0,0
C1,4,1,1,57,57,0,3,2.0,16,14696.0,0,0,1,0,0,0,0,0,0,0
C19,2086,1,1,29,29,0,15,3.0,12,7798.0,0,1,0,0,0,0,0,0,0,0
C10,45,0,1,29,29,0,1,3.0,21,5808.0,0,0,0,0,1,0,0,0,0,0
C25,1290,0,1,24,24,0,15,3.0,15,5320.0,1,0,1,0,0,0,0,0,0,0
C10,2553,0,1,28,28,0,1,3.0,3,10384.0,1,0,0,1,0,0,0,0,0,0
C4,2549,0,1,26,26,0,2,3.0,17,12006.0,1,1,0,0,0,0,0,0,0,0
C10,474,0,1,21,21,0,15,3.0,14,6110.0,0,0,0,1,0,0,0,0,0,0
C4,628,0,1,22,22,0,15,3.0,18,5104.0,0,1,0,0,0,0,0,0,0,0
C6,202,0,1,41,41,0,15,3.0,20,12500.0,0,1,0,0,0,0,0,0,0,0
C17,4355,1,0,59,17,0,2,1.0,2,25662.0,1,0,0,1,0,0,0,0,0,0
C6,231,1,1,70,70,0,15,3.0,22,15704.0,0,1,0,0,0,0,0,0,0,0
C4,2771,0,1,23,23,0,2,4.0,21,6480.0,0,1,0,0,0,0,0,0,0,0
C3,346,0,1,75,75,0,15,3.0,14,17416.0,1,0,0,1,0,0,0,0,0,0
C2,5062,1,1,35,35,0,6,2.0,17,15422.0,0,1,0,0,0,0,0,0,0,0
C8,4286,1,1,57,57,0,9,2.0,20,19628.0,0,0,1,0,0,0,0,0,0,0
C15,251,0,1,23,23,0,3,1.0,22,6860.0,1,1,0,0,0,0,0,0,0,0
C14,2901,0,1,25,25,0,15,3.0,21,9002.0,0,1,0,0,0,0,0,0,0,0
C1,1462,1,1,68,68,0,6,3.0,5,16492.0,0,0,0,0,0,0,1,0,0,0
C1,1289,0,1,25,25,0,15,3.0,19,10672.0,0,0,0,0,1,0,0,0,0,0
C9,418,1,1,75,75,0,15,3.0,21,20774.0,1,0,1,0,0,0,0,0,0,0
C10,1074,0,1,45,45,0,4,1.0,16,17836.0,1,0,1,0,0,0,0,0,0,0
C2,864,1,1,75,75,0,4,4.0,14,18570.0,0,1,0,0,0,0,0,0,0,0
C3,1027,1,1,64,64,0,7,3.0,22,16156.0,1,1,0,0,0,0,0,0,0,0
C12,330,0,1,46,46,0,5,1.0,16,14696.0,0,0,1,0,0,0,0,0,0,0
C4,1202,0,1,54,54,0,15,3.0,1,15080.0,0,1,0,0,0,0,0,0,0,0
C7,1749,1,1,59,59,0,1,3.0,5,16660.0,0,1,0,0,0,0,0,0,0,0
C2,316,1,1,52,52,0,15,4.0,22,16640.0,0,1,0,0,0,0,0,0,0,0
C10,405,1,1,58,58,0,1,2.0,15,15736.0,1,0,0,0,0,0,1,0,0,0
C21,4362,1,1,53,53,0,4,1.0,13,16458.0,0,0,0,1,0,0,0,0,0,0
C17,901,0,0,61,41,0,3,1.0,15,27596.8,0,1,0,0,0,0,0,0,0,0
C1,854,1,1,41,41,0,15,1.0,16,10224.0,1,1,0,0,0,0,0,0,0,0
C23,1,0,1,22,22,0,2,3.0,18,10160.0,0,1,0,0,0,0,0,0,0,0
C17,3381,0,1,48,48,0,15,3.0,2,11440.0,0,0,0,1,0,0,0,0,0,0
C3,2202,1,1,32,32,0,8,4.0,15,7448.0,0,0,1,0,0,0,0,0,0,0
C21,5103,0,1,71,71,0,5,2.0,20,19482.0,1,0,1,0,0,0,0,0,0,0
C21,4730,0,1,25,25,0,3,1.0,13,7752.0,0,1,0,0,0,0,0,0,0,0
C3,1242,1,1,75,75,0,15,1.0,21,26448.0,0,1,0,0,0,0,0,0,0,0
C7,2849,1,1,53,53,0,15,2.0,20,15744.0,1,1,0,0,0,0,0,0,0,0
C2,2555,1,1,48,48,0,15,3.0,18,12700.0,0,1,0,0,0,0,0,0,0,0
C2,4622,0,1,43,43,0,15,3.0,14,11088.0,0,0,1,0,0,0,0,0,0,0
C3,2593,0,1,40,40,0,5,1.0,22,15114.0,0,0,1,0,0,0,0,0,0,0
C1,1260,0,0,69,67,1,15,3.0,17,26252.8,1,0,0,1,0,0,0,0,0,0
C4,1596,1,1,73,73,0,13,4.0,14,20016.0,1,1,0,0,0,0,0,0,0,0
C6,428,0,1,48,48,0,15,3.0,22,14592.0,0,1,0,0,0,0,0,0,0,0
C1,682,1,1,29,29,0,4,3.0,7,6180.0,0,1,0,0,0,0,0,0,0,0
C10,474,1,1,45,45,0,15,3.0,22,11900.0,0,0,0,0,1,0,0,0,0,0
C4,139,0,1,24,24,0,15,3.0,15,6552.0,1,1,0,0,0,0,0,0,0,0
C2,745,1,0,35,34,1,4,3.0,17,19404.0,0,0,0,0,1,0,0,0,0,0
C11,3070,0,1,75,75,0,15,1.0,2,17880.0,1,0,0,1,0,0,0,0,0,0
C3,346,1,0,74,72,1,5,1.0,15,26166.4,0,1,0,0,0,0,0,0,0,0
C2,1986,1,1,73,73,0,12,1.0,20,22644.0,1,1,0,0,0,0,0,0,0,0
C12,104,1,1,75,75,0,15,3.0,22,17556.0,1,0,1,0,0,0,0,0,0,0
C10,532,1,1,34,34,0,1,3.0,6,8834.0,0,0,0,0,0,0,0,0,0,1
C17,2500,1,0,38,34,1,1,1.0,19,15078.0,1,0,0,0,0,1,0,0,0,0
C16,1683,0,1,63,63,0,5,2.0,21,16352.0,0,1,0,0,0,0,0,0,0,0
C3,955,1,1,50,50,0,4,3.0,21,15796.0,0,0,1,0,0,0,0,0,0,0
C17,1671,0,1,19,19,0,15,3.0,22,10052.0,0,1,0,0,0,0,0,0,0,0
C8,2595,1,1,33,33,0,5,1.0,17,9576.0,0,0,0,0,1,0,0,0,0,0
C2,5572,1,1,62,62,0,3,3.0,14,17940.0,1,0,0,1,0,0,0,0,0,0
C9,3299,1,0,54,52,1,6,3.0,4,22620.0,0,1,0,0,0,0,0,0,0,0
C17,219,1,1,33,33,0,5,3.0,2,10640.0,0,1,0,0,0,0,0,0,0,0
C1,559,1,1,71,71,0,15,3.0,5,27432.0,0,1,0,0,0,0,0,0,0,0
C2,1366,0,1,40,40,0,1,3.0,13,14938.0,0,0,0,1,0,0,0,0,0,0
C10,1185,0,1,23,23,0,15,3.0,14,9568.0,0,1,0,0,0,0,0,0,0,0
C1,2564,1,1,58,58,0,15,3.0,19,14168.0,0,0,1,0,0,0,0,0,0,0
C1,2025,1,1,70,70,0,7,3.0,2,20638.0,0,1,0,0,0,0,0,0,0,0
C10,571,0,1,25,25,0,2,3.0,21,8424.0,1,1,0,0,0,0,0,0,0,0
C5,30,0,1,45,45,0,1,3.0,10,16680.0,1,1,0,0,0,0,0,0,0,0
C2,1247,1,0,53,17,1,3,3.0,3,22915.2,0,1,0,0,0,0,0,0,0,0
C24,1868,0,1,22,22,0,15,3.0,1,4960.0,0,1,0,0,0,0,0,0,0,0
C2,966,1,1,47,47,0,8,4.0,17,17654.0,0,0,0,0,1,0,0,0,0,0
C4,151,0,1,68,68,0,4,1.0,22,21330.0,0,1,0,0,0,0,0,0,0,0
C19,2749,1,1,25,25,0,15,3.0,2,8352.0,0,0,1,0,0,0,0,0,0,0
C1,183,1,1,55,55,0,15,3.0,21,15624.0,0,1,0,0,0,0,0,0,0,0
C7,127,1,0,72,67,1,15,3.0,21,25417.6,0,1,0,0,0,0,0,0,0,0
C5,3793,0,1,35,35,0,2,3.0,20,9842.0,1,1,0,0,0,0,0,0,0,0
C1,3980,1,1,73,73,0,2,4.0,19,19020.0,0,1,0,0,0,0,0,0,0,0
C1,15,1,1,56,56,0,4,3.0,5,13530.0,0,0,1,0,0,0,0,0,0,0
C3,827,0,1,23,23,0,15,3.0,18,9632.0,0,1,0,0,0,0,0,0,0,0
C10,1438,1,1,37,37,0,6,1.0,18,13920.0,0,0,1,0,0,0,0,0,0,0
C7,4433,1,1,43,43,0,15,3.0,21,13706.0,0,0,1,0,0,0,0,0,0,0
C17,219,1,0,66,17,0,4,2.0,12,31200.0,1,1,0,0,0,0,0,0,0,0
C2,1322,1,1,26,26,0,5,3.0,21,5048.0,0,0,1,0,0,0,0,0,0,0
C1,1993,1,1,67,67,0,6,3.0,21,14520.0,0,1,0,0,0,0,0,0,0,0
C12,1018,1,1,57,57,0,7,3.0,19,20010.0,0,1,0,0,0,0,0,0,0,0
C15,3721,0,1,75,75,0,11,1.0,2,19924.0,0,1,0,0,0,0,0,0,0,0
C3,356,1,1,44,44,0,5,1.0,19,15202.0,0,0,1,0,0,0,0,0,0,0
C27,1059,0,1,21,21,0,15,3.0,4,7420.0,0,0,1,0,0,0,0,0,0,0
C12,115,0,1,21,21,0,15,3.0,13,6590.0,0,1,0,0,0,0,0,0,0,0
C3,1771,1,0,59,48,1,15,3.0,20,22108.8,1,1,0,0,0,0,0,0,0,0
C2,2672,0,1,20,20,0,15,3.0,3,9252.0,0,0,0,0,1,0,0,0,0,0
C1,1260,1,0,57,48,1,15,4.0,17,27270.0,1,0,0,1,0,0,0,0,0,0
C10,1453,1,1,65,65,0,9,3.0,11,16640.0,0,1,0,0,0,0,0,0,0,0
C1,631,1,1,54,54,0,5,3.0,19,11232.0,0,0,0,0,0,1,0,0,0,0
C28,600,1,0,51,48,1,15,3.0,16,29148.0,0,1,0,0,0,0,0,0,0,0
C8,1756,0,1,24,24,0,15,3.0,19,3984.0,0,1,0,0,0,0,0,0,0,0
C11,315,1,0,52,16,1,15,3.0,10,20416.0,0,1,0,0,0,0,0,0,0,0
C3,2427,1,1,61,61,0,3,2.0,20,15834.0,0,1,0,0,0,0,0,0,0,0
C1,1787,0,1,60,60,0,15,3.0,12,18450.0,1,1,0,0,0,0,0,0,0,0
C2,17,1,1,28,28,0,15,3.0,11,5072.0,0,1,0,0,0,0,0,0,0,0
C2,440,1,0,43,30,1,6,3.0,18,14851.2,1,0,0,0,1,0,0,0,0,0
C33,4121,1,1,75,75,0,5,3.0,12,16980.0,1,0,1,0,0,0,0,0,0,0
C9,1003,1,0,56,52,1,15,4.0,22,15344.0,0,1,0,0,0,0,0,0,0,0
C1,1709,1,0,75,68,1,6,3.0,5,30060.0,0,1,0,0,0,0,0,0,0,0
C2,4900,1,1,67,67,0,5,3.0,21,22304.0,0,1,0,0,0,0,0,0,0,0
C24,1194,1,1,44,44,0,9,2.0,17,11034.0,0,0,0,0,0,0,1,0,0,0
C7,3229,1,1,49,49,0,8,3.0,14,9168.0,0,1,0,0,0,0,0,0,0,0
C1,2153,0,1,28,28,0,15,3.0,21,12258.0,0,1,0,0,0,0,0,0,0,0
C1,1881,0,0,68,16,0,15,4.0,8,25632.0,0,1,0,0,0,0,0,0,0,0
C6,844,0,1,26,26,0,15,3.0,4,8540.0,1,0,0,1,0,0,0,0,0,0
C1,1781,0,1,32,32,0,3,1.0,19,12708.0,0,1,0,0,0,0,0,0,0,0
C7,786,1,1,29,29,0,4,1.0,16,7560.0,1,1,0,0,0,0,0,0,0,0
C1,3033,1,1,75,75,0,7,4.0,17,19424.0,1,0,0,0,1,0,0,0,0,0
C23,185,0,1,41,41,0,6,2.0,17,15360.0,1,1,0,0,0,0,0,0,0,0
C3,130,1,0,25,23,1,15,3.0,19,13073.2,0,1,0,0,0,0,0,0,0,0
C5,3458,0,1,27,27,0,15,3.0,20,12096.0,1,0,1,0,0,0,0,0,0,0
C2,3642,1,1,61,61,0,15,4.0,17,15240.0,0,1,0,0,0,0,0,0,0,0
C7,1692,0,1,27,27,0,15,3.0,21,12456.0,1,0,0,0,1,0,0,0,0,0
C1,3270,1,1,55,55,0,4,1.0,13,12628.0,0,1,0,0,0,0,0,0,0,0
C1,1085,1,1,30,30,0,15,3.0,19,8988.0,0,1,0,0,0,0,0,0,0,0
C2,2324,1,1,69,69,0,15,3.0,22,18284.0,0,0,0,1,0,0,0,0,0,0
C14,1963,0,1,47,47,0,1,1.0,17,12294.0,0,0,0,0,0,0,0,0,0,1
C2,832,1,1,28,28,0,1,4.0,22,11268.0,0,1,0,0,0,0,0,0,0,0
C10,45,0,0,32,30,1,15,3.0,16,10500.0,0,0,0,1,0,0,0,0,0,0
C8,1856,0,1,32,32,0,15,3.0,16,9506.0,0,1,0,0,0,0,0,0,0,0
C1,643,0,1,68,68,0,15,3.0,18,17024.0,0,0,1,0,0,0,0,0,0,0
C24,2038,0,1,23,23,0,15,3.0,18,9212.0,0,1,0,0,0,0,0,0,0,0
C17,3392,0,1,29,29,0,15,3.0,17,9380.0,0,1,0,0,0,0,0,0,0,0
C10,120,1,1,70,70,0,15,3.0,21,17910.0,1,0,1,0,0,0,0,0,0,0
C5,3458,0,0,46,17,0,6,3.0,17,28137.2,0,1,0,0,0,0,0,0,0,0
C1,1289,1,1,39,39,0,8,2.0,22,8554.0,0,0,0,0,0,1,0,0,0,0
C1,622,0,1,21,21,0,15,3.0,19,8124.0,0,1,0,0,0,0,0,0,0,0
C15,2277,1,0,71,69,1,15,3.0,22,23462.4,1,0,1,0,0,0,0,0,0,0
C2,3582,0,1,26,26,0,15,3.0,18,5464.0,0,0,0,0,1,0,0,0,0,0
C3,339,0,1,25,25,0,15,3.0,16,7608.0,0,0,0,1,0,0,0,0,0,0
C6,1826,0,1,20,20,0,15,3.0,12,6180.0,1,0,0,1,0,0,0,0,0,0
C3,715,1,0,66,27,1,15,3.0,18,20798.4,0,1,0,0,0,0,0,0,0,0
C2,1286,0,0,25,23,1,15,3.0,11,13608.0,0,0,0,0,1,0,0,0,0,0
C3,679,1,0,55,20,0,2,4.0,14,22176.0,0,0,0,0,0,0,1,0,0,0
C17,3707,1,1,28,28,0,2,1.0,1,11124.0,0,0,0,0,1,0,0,0,0,0
C6,2323,0,0,69,62,1,15,2.0,20,26280.0,0,0,1,0,0,0,0,0,0,0
C4,3118,1,1,66,66,0,2,3.0,7,20774.0,0,0,1,0,0,0,0,0,0,0
C15,1516,0,1,22,22,0,15,3.0,16,5296.0,0,0,0,1,0,0,0,0,0,0
C4,1172,0,0,68,46,0,10,3.0,18,26748.8,1,0,1,0,0,0,0,0,0,0
C3,1548,0,1,31,31,0,2,2.0,13,9952.0,1,1,0,0,0,0,0,0,0,0
C3,548,1,1,26,26,0,3,4.0,22,12654.0,1,0,1,0,0,0,0,0,0,0
C29,5088,1,0,42,36,1,9,2.0,1,12569.6,0,0,1,0,0,0,0,0,0,0
C16,922,1,0,51,50,1,15,3.0,18,18060.0,1,1,0,0,0,0,0,0,0,0
C2,5042,0,1,61,61,0,7,4.0,14,11550.0,0,1,0,0,0,0,0,0,0,0
C20,132,1,1,26,26,0,15,3.0,22,4784.0,0,1,0,0,0,0,0,0,0,0
C6,1086,1,1,52,52,0,3,2.0,17,11720.0,0,1,0,0,0,0,0,0,0,0
C1,1587,1,1,49,49,0,2,2.0,20,11680.0,0,0,1,0,0,0,0,0,0,0
C16,79,0,1,30,30,0,9,2.0,16,11052.0,0,1,0,0,0,0,0,0,0,0
C3,42,1,1,35,35,0,2,1.0,19,13158.0,0,1,0,0,0,0,0,0,0,0
C6,536,1,1,48,48,0,15,3.0,17,9760.0,1,0,1,0,0,0,0,0,0,0
C3,28,1,1,75,75,0,4,4.0,17,17836.0,1,1,0,0,0,0,0,0,0,0
C15,1137,0,0,43,40,1,3,1.0,1,15850.8,0,1,0,0,0,0,0,0,0,0
C3,2592,1,1,66,66,0,15,1.0,16,15730.0,0,1,0,0,0,0,0,0,0,0
C3,2538,1,0,59,16,1,15,3.0,18,25536.0,0,0,1,0,0,0,0,0,0,0
C2,1428,1,1,65,65,0,15,3.0,11,18368.0,0,1,0,0,0,0,0,0,0,0
C9,877,1,1,35,35,0,9,3.0,18,10872.0,0,0,1,0,0,0,0,0,0,0
C6,3186,1,0,29,28,1,3,1.0,21,12524.4,0,0,0,0,1,0,0,0,0,0
C1,572,1,1,46,46,0,15,3.0,15,15184.0,1,0,1,0,0,0,0,0,0,0
C6,535,0,1,26,26,0,1,3.0,18,10112.0,0,0,1,0,0,0,0,0,0,0
C6,428,0,1,21,21,0,15,3.0,20,7716.0,1,0,0,1,0,0,0,0,0,0
C5,4000,0,1,46,46,0,13,3.0,14,14014.0,1,0,1,0,0,0,0,0,0,0
C1,2522,1,0,75,73,1,15,3.0,12,24908.8,0,0,0,0,1,0,0,0,0,0
C25,2610,0,1,19,19,0,15,3.0,2,2304.0,0,1,0,0,0,0,0,0,0,0
C1,19,1,0,60,56,1,9,4.0,7,27000.0,0,0,0,0,0,0,0,1,0,0
C2,1445,1,1,51,51,0,12,3.0,22,17192.0,0,0,0,0,0,1,0,0,0,0
C7,3926,1,0,75,67,1,15,3.0,20,27776.0,1,0,0,1,0,0,0,0,0,0
C22,538,0,1,22,22,0,2,1.0,21,5776.0,1,0,1,0,0,0,0,0,0,0
C2,3360,0,1,21,21,0,15,3.0,3,10136.0,0,1,0,0,0,0,0,0,0,0
